customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,predicted_income,final_income,clt_categories
8569.422637,99803,71,1,67,0,2,189.143402,23577,99803,Very Low
17793.60797,0,118,26,43,0,2,1118.990694,69161,69161,Very Low
12944.18562,0,191,27,49,0,3,1375.2,17961,17961,Very Low
2649.207711,36283,68,14,63,1,1,291.410965,27083,36283,Very Low
4582.899414,66991,115,1,71,0,1,399.617715,49558,66991,Very Low
2691.70088,34322,70,20,46,2,1,336.0,29673,34322,Very Low
2466.376803,44855,63,3,71,1,1,103.607499,16143,44855,Very Low
9277.472901,97729,115,4,48,1,7,221.047584,66726,97729,Very Low
4142.561212,48263,104,2,32,0,1,674.863718,48263,48263,Very Low
27990.27159,68343,79,20,78,0,2,379.2,22254,68343,Low
9409.143498,76847,118,16,52,0,3,31.58501,12180,76847,Very Low
2581.022016,35795,65,25,53,0,1,312.0,21297,35795,Very Low
7637.111954,0,71,1,29,0,2,340.8,17937,17937,Very Low
2471.077732,53074,61,5,86,0,1,268.773368,43721,53074,Very Low
2302.818965,0,63,13,48,0,1,732.638975,25772,25772,Very Low
8716.368952,28743,112,9,13,0,3,537.6,28743,28743,Very Low
5207.985921,81839,65,23,39,1,4,74.666163,31530,81839,Very Low
2719.506996,14030,72,11,3,0,1,345.6,14030,14030,Very Low
2452.726922,32764,61,30,23,0,1,292.953446,32764,32764,Very Low
3829.090645,74775,95,18,35,0,1,676.658911,11607,74775,Very Low
8873.525122,53503,114,3,43,0,7,547.2,21616,53503,Very Low
15925.05739,34455,135,8,69,0,2,648.0,31789,34455,Very Low
2952.360309,52198,74,2,62,0,1,355.2,37741,52198,Very Low
15923.95503,64429,133,1,58,2,2,222.080015,11721,64429,Very Low
7285.030983,44788,61,6,48,0,2,386.031248,44788,44788,Very Low
13104.30284,30130,110,22,12,0,2,528.0,30130,30130,Very Low
2436.839358,0,65,34,84,0,1,149.241472,22239,22239,Very Low
9350.872287,0,275,3,64,1,1,1980.0,29505,29505,Very Low
9035.671134,34337,113,20,44,0,9,542.4,34337,34337,Very Low
17250.74771,22276,111,19,73,1,2,783.211084,22276,22276,Very Low
2549.080421,52980,64,33,93,0,1,191.945693,50516,52980,Very Low
8954.840118,97736,74,19,22,0,2,60.090984,35434,97736,Very Low
2467.97792,0,67,0,14,0,1,222.903462,41842,41842,Very Low
7700.619936,0,73,18,16,1,2,792.868448,26714,26714,Very Low
3776.665506,68727,94,19,76,0,1,386.520235,53787,68727,Very Low
8044.872393,71391,67,29,39,0,2,284.000172,71391,71391,Very Low
5029.671927,62271,63,30,52,0,3,25.478179,31364,62271,Very Low
19957.79034,0,187,1,7,0,2,1346.4,20309,20309,Low
6179.699689,0,86,12,96,0,8,412.8,53295,53295,Very Low
5678.050167,0,76,8,44,0,3,364.8,20123,20123,Very Low
4089.429492,28506,104,27,37,0,1,499.2,21880,28506,Very Low
3142.87734,0,86,17,35,0,1,412.8,74775,74775,Very Low
22895.34606,0,94,14,17,0,2,676.8,48412,48412,Low
5586.893159,94161,69,0,65,0,4,108.989737,29950,94161,Very Low
12105.29422,33345,102,34,37,0,2,694.078608,22139,33345,Very Low
11971.97765,64195,158,0,27,4,6,618.288849,64195,64195,Very Low
15328.45723,0,138,1,34,0,2,688.828746,24561,24561,Very Low
5424.256733,67414,68,7,37,0,8,148.778455,20244,67414,Very Low
4981.825724,33176,63,22,75,0,3,302.4,33176,33176,Very Low
14635.45158,0,139,5,56,0,2,667.2,42570,42570,Very Low
6862.866306,56779,86,21,16,0,3,435.388932,31115,56779,Very Low
13745.04802,40810,114,8,14,0,2,780.378964,33617,40810,Very Low
8111.651948,30622,68,22,86,0,2,326.4,20545,30622,Very Low
22712.02364,14119,67,4,53,0,2,68.019973,14119,14119,Low
56675.93768,77237,283,33,93,0,2,1358.4,51504,77237,High
8160.587729,24980,71,34,14,0,2,511.2,24980,24980,Very Low
3919.366722,66676,97,0,40,0,1,558.099357,66676,66676,Very Low
7286.155383,0,69,4,83,1,2,669.716478,55437,55437,Very Low
7589.634,0,69,30,97,0,2,331.2,37586,37586,Very Low
9032.370378,0,82,24,21,0,2,157.208336,58194,58194,Very Low
5555.556089,41853,71,17,51,0,3,155.511553,41853,41853,Very Low
8257.666512,23815,73,4,47,0,2,424.330166,23815,23815,Very Low
2721.749756,22885,73,20,46,0,1,386.245297,22885,22885,Very Low
5230.092742,32630,66,26,40,0,3,202.961374,32630,32630,Very Low
6273.911874,18577,86,21,76,0,6,412.8,18577,18577,Very Low
5866.068903,75952,73,5,17,0,3,350.4,43460,75952,Very Low
8802.188243,96390,73,17,47,0,2,316.977588,50941,96390,Very Low
8722.895091,25680,73,10,93,0,2,332.40907,10375,25680,Very Low
8178.521899,0,112,17,29,0,7,806.4,23940,23940,Very Low
43217.21611,51504,220,30,99,0,2,2552.343856,17588,51504,Moderate
2442.216651,0,74,15,9,3,1,532.8,23656,23656,Very Low
2919.710443,41456,73,11,19,0,1,257.380112,28383,41456,Very Low
6366.225775,44368,80,5,72,0,3,384.0,44368,44368,Very Low
17114.32815,70961,85,19,8,0,2,408.0,11656,70961,Very Low
2395.57,21986,63,1,9,0,1,333.696228,21986,21986,Very Low
2987.949471,0,83,14,22,0,1,708.693556,33243,33243,Very Low
12780.276,33514,105,33,2,0,2,265.215014,27951,33514,Very Low
3906.669584,60230,98,13,91,0,1,8.129056,33043,60230,Very Low
2594.591182,0,70,17,47,1,1,494.196873,41958,41958,Very Low
5267.848664,40818,66,6,3,0,6,316.8,40818,40818,Very Low
9095.049868,37937,116,11,42,0,5,556.8,37937,37937,Very Low
7122.273163,64571,89,34,91,0,6,452.115601,55898,64571,Very Low
9117.441695,0,126,29,61,0,3,421.906803,23059,23059,Very Low
41075.42879,21988,209,12,62,0,2,1003.2,21988,21988,Moderate
3486.699561,0,95,12,5,0,1,684.0,10275,10275,Very Low
7297.687812,24672,93,9,44,0,9,669.6,24672,24672,Very Low
2502.209885,0,74,26,95,1,1,355.2,20694,20694,Very Low
9955.490835,0,96,1,79,0,2,460.8,21102,21102,Very Low
7094.158873,72878,61,0,58,2,2,45.463345,39718,72878,Very Low
12280.76661,88340,102,16,1,0,2,489.6,88340,88340,Very Low
5773.90039,52278,73,31,91,0,3,234.997994,52278,52278,Very Low
4904.894731,12902,139,3,51,0,1,667.2,12902,12902,Very Low
3423.822189,99816,86,0,0,0,1,172.913031,33451,99816,Very Low
2689.16845,26554,68,18,86,1,1,391.687368,20592,26554,Very Low
3109.007806,77485,77,0,87,0,1,355.909266,20943,77485,Very Low
22425.25604,22537,64,24,87,1,2,307.2,22537,22537,Low
5705.547071,76522,71,31,71,0,6,340.8,27593,76522,Very Low
2063.387895,0,64,22,34,3,1,602.911057,21606,21606,Very Low
5096.673223,22886,65,9,81,0,3,312.0,22886,22886,Very Low
4101.935985,0,115,1,34,0,1,552.0,17572,17572,Very Low
2537.929538,25506,65,10,16,0,1,312.0,25506,25506,Very Low
3651.69247,0,110,7,70,0,1,1265.387328,58842,58842,Very Low
10014.05568,0,98,19,17,1,2,705.6,41692,41692,Very Low
6758.807188,0,191,22,38,0,1,2042.569089,24417,24417,Very Low
5205.90965,0,72,18,91,0,9,345.6,51335,51335,Very Low
2847.965582,96357,71,4,69,1,1,238.245103,36650,96357,Very Low
11513.35549,16266,100,11,23,0,2,1177.323534,16266,16266,Very Low
7588.35586,76516,95,13,15,0,9,661.008979,17780,76516,Very Low
2389.310128,20484,61,3,89,0,1,181.218317,20484,20484,Very Low
5066.827444,40215,64,11,22,0,3,98.480884,40215,40215,Very Low
36860.90798,22854,122,28,53,0,2,878.4,22220,22854,Moderate
3961.58618,0,118,6,34,1,1,264.642948,29875,29875,Very Low
8476.80656,55217,107,9,9,2,9,696.115596,26049,55217,Very Low
10110.76997,76276,86,24,19,0,2,93.309811,58194,76276,Very Low
2476.480866,47918,62,2,51,0,1,246.256648,29918,47918,Very Low
4462.997006,0,73,35,52,3,5,350.4,30503,30503,Very Low
3141.252909,43499,80,8,44,0,1,529.490007,13789,43499,Very Low
2496.140812,0,72,14,58,0,1,518.4,30703,30703,Very Low
6861.278936,0,71,11,21,3,2,476.197355,31991,31991,Very Low
4983.178714,21497,128,31,58,0,1,614.4,15323,21497,Very Low
2227.072755,27972,61,7,38,0,1,292.8,27972,27972,Very Low
9670.181104,20942,84,12,59,0,2,403.2,20942,20942,Very Low
5088.687654,0,71,31,52,0,4,511.2,29401,29401,Very Low
7095.134789,74298,177,9,81,0,1,161.537767,34075,74298,Very Low
5437.908293,23339,138,8,31,0,1,666.307195,23339,23339,Very Low
5033.693296,77031,125,17,17,0,1,600.0,30887,77031,Very Low
14019.83314,31739,71,10,29,0,2,469.882367,31739,31739,Very Low
4877.61238,0,66,4,30,0,5,420.39344,17291,17291,Very Low
3449.494119,25236,89,2,26,0,1,427.2,25236,25236,Very Low
3771.617797,0,103,25,16,1,1,685.227276,29462,29462,Very Low
5824.817366,40964,74,7,57,0,8,355.2,27756,40964,Very Low
4379.92784,40896,109,3,61,0,1,319.294289,40896,40896,Very Low
5793.157728,95733,72,19,82,0,3,475.423848,44051,95733,Very Low
2725.680297,39161,71,8,84,3,1,340.8,24350,39161,Very Low
5790.565333,84551,72,10,82,0,5,28.92584,24254,84551,Very Low
8502.237137,12843,111,6,47,0,3,1143.494486,12843,12843,Very Low
2476.588891,71551,62,10,19,0,1,297.6,27093,71551,Very Low
2426.95904,0,71,2,5,0,1,511.2,46168,46168,Very Low
5897.986595,77835,74,2,30,1,4,43.618784,23300,77835,Very Low
4617.391775,16764,61,13,79,0,7,292.8,16764,16764,Very Low
12521.42105,39007,105,29,16,0,2,1023.844984,27778,39007,Very Low
9079.823377,20290,113,6,75,0,3,766.519022,20290,20290,Very Low
7777.201669,46182,65,23,27,0,2,2.574682,38676,46182,Very Low
5601.68063,11920,74,20,27,0,7,355.2,11920,11920,Very Low
3459.037949,97162,86,0,63,0,1,32.715179,40778,97162,Very Low
9061.951591,42743,117,5,86,1,6,101.288057,42743,42743,Very Low
6866.093807,0,64,18,59,0,2,40.44586,39602,39602,Very Low
2659.70565,0,87,4,4,3,1,420.041981,58498,58498,Very Low
12332.51669,85789,105,18,54,2,2,122.302824,40571,85789,Very Low
21172.38983,0,82,24,86,0,2,588.269018,28935,28935,Low
3677.907634,31349,93,10,32,0,1,446.4,24191,31349,Very Low
9816.528302,37256,62,15,7,0,2,128.969729,37256,37256,Very Low
4922.165949,0,69,2,76,0,3,331.2,29730,29730,Very Low
7583.962264,0,102,27,29,0,5,848.161322,56047,56047,Very Low
2685.901421,58166,67,3,19,0,1,91.914969,58166,58166,Very Low
4132.58858,0,63,4,55,1,3,453.6,24976,24976,Very Low
8622.835375,97361,73,6,85,0,2,350.4,97361,97361,Very Low
15253.26436,51937,193,5,40,0,9,850.389259,24661,51937,Very Low
4277.560211,75921,106,32,4,0,1,609.680428,55897,75921,Very Low
20096.89337,92766,71,17,15,0,2,379.029102,92766,92766,Low
4770.550911,12964,65,2,37,0,4,362.774545,12964,12964,Very Low
7025.65076,48117,88,4,51,0,3,422.4,48117,48117,Very Low
8265.379176,0,77,17,41,0,2,554.4,25998,25998,Very Low
24552.8746,0,118,18,66,1,2,966.541071,22276,22276,Low
4407.97312,66152,111,14,18,0,1,532.8,30598,66152,Very Low
2482.195895,31093,64,1,22,0,1,274.956819,31093,31093,Very Low
3858.867206,0,107,15,58,1,1,513.6,40864,40864,Very Low
11572.10339,0,166,4,49,0,4,1195.2,22978,22978,Very Low
3645.464325,19121,95,1,18,0,1,915.188647,19121,19121,Very Low
4362.772279,0,65,11,46,0,3,468.0,22280,22280,Very Low
10425.98532,68563,131,6,44,1,3,350.097052,45428,68563,Very Low
7025.04419,24726,92,18,75,1,5,150.693773,24726,24726,Very Low
7388.733207,0,97,31,24,0,3,638.371157,43630,43630,Very Low
2927.734329,51991,73,4,95,0,1,124.376921,29735,51991,Very Low
8356.181097,0,118,25,29,0,7,153.176419,45262,45262,Very Low
8718.056722,89096,111,1,50,0,3,64.98293,50825,89096,Very Low
35227.29912,23031,148,26,76,0,2,710.4,23031,23031,Moderate
8697.882675,29540,73,3,23,0,2,350.4,29540,29540,Very Low
3554.845264,58557,88,4,83,0,1,55.510526,58557,58557,Very Low
2818.31302,88816,70,33,9,0,1,164.282841,58508,88816,Very Low
19045.50012,0,61,2,61,0,2,439.2,33588,33588,Low
2893.806196,61809,72,9,21,0,1,328.004855,21234,61809,Very Low
14439.80313,58452,186,7,13,0,5,892.8,37899,58452,Very Low
5121.838914,57161,127,20,92,0,1,609.6,57161,57161,Very Low
2217.664193,0,65,11,69,0,1,111.872115,46135,46135,Very Low
2861.717418,90083,71,23,47,0,1,181.689191,38798,90083,Very Low
5979.724161,57693,76,16,56,0,3,547.2,57693,57693,Very Low
7377.231238,0,69,16,42,0,2,331.2,25998,25998,Very Low
6366.225775,44368,80,5,72,0,3,384.0,44368,44368,Very Low
8657.968597,68727,72,15,49,0,2,171.475838,42540,68727,Very Low
11726.18921,40564,97,0,36,0,2,85.968142,22601,40564,Very Low
5780.182197,51066,74,23,0,0,8,787.993313,51066,51066,Very Low
10058.74013,0,92,30,81,0,2,640.229108,61409,61409,Very Low
7072.928971,90551,61,28,4,4,2,374.527412,12626,90551,Very Low
4787.206586,0,67,16,45,0,5,321.6,27357,27357,Very Low
3013.439451,21353,80,28,21,0,1,576.0,21353,21353,Very Low
3472.369996,0,102,25,48,0,1,976.112456,26156,26156,Very Low
5380.898636,55350,67,0,13,0,9,321.6,55350,55350,Very Low
38230.21008,80321,105,25,1,0,2,166.972451,22971,80321,Moderate
5526.438887,94230,137,21,82,0,1,657.6,65167,94230,Very Low
4883.117399,53305,63,32,73,0,4,302.4,29530,53305,Very Low
14203.04178,55593,182,10,48,1,9,677.63589,20440,55593,Very Low
5745.41663,0,165,27,38,0,1,1853.202354,63221,63221,Very Low
9602.07966,0,94,12,3,0,2,676.8,20043,20043,Very Low
3199.75316,0,87,3,43,0,1,132.492438,94903,94903,Very Low
2758.329817,22158,74,8,92,0,1,355.2,22158,22158,Very Low
2725.192659,81605,67,7,74,0,1,424.219182,47122,81605,Very Low
5550.149947,62219,69,7,73,0,4,243.238784,19591,62219,Very Low
2619.172388,15587,71,11,48,0,1,136.033828,15587,15587,Very Low
6265.343299,0,84,18,25,1,4,481.025786,28406,28406,Very Low
12313.16484,0,116,7,57,0,2,835.2,40117,40117,Very Low
10552.42728,28505,88,0,93,0,2,422.4,22926,28505,Very Low
12022.38645,25918,104,7,30,0,2,996.775536,57449,25918,Very Low
9295.41115,0,261,33,44,0,1,2759.794354,29418,29418,Very Low
7440.92353,34137,62,6,9,0,2,297.6,34137,34137,Very Low
10302.90289,21839,137,2,70,0,8,657.6,21839,21839,Very Low
3508.569533,20978,98,19,96,1,1,1176.2788,20978,20978,Very Low
5761.317533,83392,71,30,80,0,3,125.961938,29120,83392,Very Low
10280.80787,73661,128,34,47,0,3,404.329477,28181,73661,Very Low
4783.917752,49793,121,3,55,0,1,640.835113,34452,49793,Very Low
2142.892273,0,65,3,71,0,1,686.774939,32437,32437,Very Low
8738.299629,91890,107,30,28,0,7,156.617415,12195,91890,Very Low
4468.2209,0,65,16,61,0,9,468.0,22814,22814,Very Low
11315.20373,11885,101,18,39,0,2,484.8,11885,11885,Very Low
21886.19626,43000,109,27,9,0,2,676.808053,27317,43000,Low
7681.551777,90043,63,12,21,0,2,203.226649,53944,90043,Very Low
16702.69914,0,72,34,46,0,2,345.6,14209,14209,Very Low
5015.009472,48567,130,12,15,0,1,624.0,48567,48567,Very Low
5776.338737,27510,159,5,28,3,1,871.457982,27510,27510,Very Low
2777.525403,59124,70,18,31,2,1,173.426207,24152,59124,Very Low
4127.495254,0,119,20,89,3,1,856.8,25030,25030,Very Low
6670.850638,56531,170,34,24,3,1,816.0,28792,56531,Very Low
14741.76092,0,139,2,33,1,2,667.2,65989,65989,Very Low
38320.82017,45277,191,19,0,0,2,916.8,35296,45277,Moderate
2064.697955,0,65,12,57,3,1,368.828511,24475,24475,Very Low
5504.139033,0,73,18,45,0,5,350.4,27357,27357,Very Low
5096.673223,22886,65,9,81,0,3,312.0,22886,22886,Very Low
7995.441263,66685,67,35,50,2,2,38.763897,62488,66685,Very Low
5674.136445,65775,72,16,98,0,4,171.426318,10180,65775,Very Low
2886.232446,52972,74,3,68,0,1,355.2,22985,52972,Very Low
5794.682724,52979,72,14,53,0,4,345.6,52979,52979,Very Low
10706.66957,55436,67,7,44,0,2,321.6,17109,55436,Very Low
5320.614976,32116,132,10,42,0,1,277.351026,23975,32116,Very Low
20498.83124,56070,74,5,73,0,2,87.990528,36261,56070,Low
4628.280887,0,62,32,31,0,3,690.548602,24031,24031,Very Low
27287.50099,0,116,12,76,1,2,835.2,41727,41727,Low
4029.723325,93621,100,16,20,0,1,59.860273,14616,93621,Very Low
2744.083863,79192,70,11,74,0,1,336.0,71126,79192,Very Low
35444.31404,96853,98,34,68,0,2,565.504258,33806,96853,Moderate
2858.992036,0,83,25,91,4,1,355.385287,31278,31278,Very Low
5862.803295,75121,73,12,22,0,6,171.226873,23554,75121,Very Low
4031.539471,0,117,2,41,0,1,842.4,21124,21124,Very Low
7553.225007,69959,63,9,3,0,2,401.838921,60969,69959,Very Low
16699.46158,81400,104,6,19,0,2,499.2,62575,81400,Very Low
3233.262049,0,98,33,87,1,1,705.6,20694,20694,Very Low
5640.729767,67523,72,35,21,0,7,345.237659,42889,67523,Very Low
8678.508294,62366,108,22,87,0,8,51.316527,19794,62366,Very Low
10339.59799,67134,131,5,63,1,6,277.448968,67134,67134,Very Low
3746.751625,41479,94,14,38,1,1,19.575683,41479,41479,Very Low
2571.260863,29697,66,0,58,4,1,316.8,18287,29697,Very Low
4428.031583,58577,110,6,62,0,1,303.872752,58577,58577,Very Low
7413.386729,0,106,7,44,0,4,508.8,63800,63800,Very Low
4768.955924,51144,61,28,32,1,9,223.305224,28056,51144,Very Low
6035.086336,29587,76,25,4,0,3,422.024661,29587,29587,Very Low
16280.19859,0,157,17,1,0,2,753.6,20656,20656,Very Low
9024.199159,71499,112,25,61,0,5,537.6,55411,71499,Very Low
7495.676658,0,106,23,45,0,5,763.2,25806,25806,Very Low
12520.97907,0,126,4,59,0,2,907.2,42570,42570,Very Low
2552.038766,75740,64,13,11,0,1,128.516525,30027,75740,Very Low
16887.79708,53262,62,11,18,4,2,223.72051,35406,53262,Very Low
3038.829992,75180,77,15,30,3,1,154.907769,23060,75180,Very Low
4455.518101,31196,62,26,57,4,9,342.796508,24982,31196,Very Low
11972.78231,0,186,0,67,2,5,1441.843837,25629,25629,Very Low
8513.697414,34505,106,13,44,0,9,359.861348,34505,34505,Very Low
9085.204991,0,82,14,27,2,2,146.757086,20455,20455,Very Low
24096.23695,0,97,1,40,0,2,1154.635974,15999,15999,Low
9095.049868,37937,116,11,42,0,5,556.8,37937,37937,Very Low
21418.35544,21897,139,19,67,0,2,667.2,21897,21897,Low
10714.21449,55994,92,19,75,2,2,441.6,23827,55994,Very Low
9986.661111,24067,132,12,2,0,6,633.6,24067,24067,Very Low
7908.669486,43630,99,33,30,0,3,475.2,40352,43630,Very Low
4869.596443,23811,130,20,8,0,1,624.0,54507,23811,Very Low
2121.647053,0,62,11,45,0,1,446.4,17658,17658,Very Low
6328.180924,0,100,17,21,2,4,648.364172,24843,24843,Very Low
4340.858797,0,124,6,34,0,1,595.2,12160,12160,Very Low
6279.816729,50562,79,19,34,0,9,545.013504,40531,50562,Very Low
11981.98481,21514,62,0,59,0,2,257.248789,21514,21514,Very Low
22235.01011,80355,187,24,92,1,2,897.6,24193,80355,Low
8646.504109,64125,108,3,44,0,3,369.818708,64125,64125,Very Low
2444.329535,83800,62,11,44,0,1,196.155575,17658,83800,Very Low
5070.352408,23840,64,32,66,0,7,307.2,23840,23840,Very Low
5647.145809,54834,72,23,13,0,8,186.191931,20868,54834,Very Low
13345.13545,80277,112,6,40,1,2,36.975673,20228,80277,Very Low
13297.63587,88430,66,7,17,1,2,316.8,34398,88430,Very Low
7031.785183,26255,88,21,4,0,3,52.752601,21326,26255,Very Low
3615.889805,0,95,16,1,0,1,684.0,25404,25404,Very Low
14120.03562,95715,119,0,52,2,2,148.98255,11721,95715,Very Low
2155.209879,0,70,22,67,3,1,336.0,16495,16495,Very Low
2748.851081,32437,69,4,73,0,1,473.361602,32437,32437,Very Low
5087.015287,22726,65,25,73,0,3,312.0,22726,22726,Very Low
14031.70314,58092,72,7,56,1,2,202.24202,19245,58092,Very Low
8656.396659,83365,109,27,7,1,4,523.2,20179,83365,Very Low
4861.493017,12153,69,23,9,1,8,438.155584,12153,12153,Very Low
19174.63407,74028,118,10,16,0,2,53.076203,31794,74028,Low
7089.68396,52707,90,33,66,1,6,432.0,21137,52707,Very Low
6802.06713,47451,87,0,31,1,6,417.6,43091,47451,Very Low
2359.423599,19864,63,22,96,0,1,352.394515,19864,19864,Very Low
15114.40241,28513,100,4,22,1,2,480.0,28513,28513,Very Low
2926.829158,26242,74,5,69,0,1,347.060173,26242,26242,Very Low
13014.23496,55067,110,3,21,1,2,353.098604,28513,55067,Very Low
7901.697919,62291,100,1,53,0,3,480.0,46623,62291,Very Low
13406.92021,25048,167,0,11,0,5,801.6,25048,25048,Very Low
6106.941981,16654,79,23,31,0,7,379.2,13103,16654,Very Low
12321.83615,26887,113,32,67,0,2,542.4,26887,26887,Very Low
19338.5293,22784,70,11,68,0,2,224.904234,22784,22784,Low
5431.371279,49345,69,10,12,0,7,251.075981,30855,49345,Very Low
7329.828776,0,70,4,63,0,2,622.381217,26057,26057,Very Low
3484.141641,34307,92,33,62,2,1,186.025014,16969,34307,Very Low
6964.051797,0,95,19,41,1,9,629.647822,19683,19683,Very Low
25253.10198,44096,72,28,65,1,2,345.6,33032,44096,Low
2523.654743,43204,64,31,19,3,1,246.065764,43204,43204,Very Low
17349.03226,0,92,3,7,0,2,441.6,30786,30786,Very Low
4058.668736,0,117,13,69,0,1,842.4,19782,19782,Very Low
4742.617289,78596,118,1,70,0,1,133.907696,21808,78596,Very Low
4363.599418,38925,112,10,48,0,1,241.304377,26848,38925,Very Low
9048.983447,0,119,9,8,0,3,571.2,15142,15142,Very Low
4210.096739,21885,108,7,29,0,1,52.339396,21885,21885,Very Low
5241.142484,48345,67,7,1,0,7,212.009825,39854,48345,Very Low
2481.842224,77993,62,26,10,0,1,297.6,72021,77993,Very Low
3585.942995,25748,90,9,23,0,1,117.871165,25748,25748,Very Low
5498.940679,22520,73,17,64,0,3,350.4,22520,22520,Very Low
10377.36842,0,95,1,69,0,2,579.452318,24392,24392,Very Low
2589.695091,0,73,6,11,0,1,350.4,22567,22567,Very Low
9312.585034,75986,115,11,44,0,3,89.119797,39770,75986,Very Low
14396.24222,0,205,14,63,0,4,1476.0,32961,32961,Very Low
31920.76916,58542,114,29,82,0,2,129.985718,50719,58542,Low
4921.325084,43640,64,10,99,2,3,1.208908,29070,43640,Very Low
25805.50599,86901,72,24,73,0,2,313.366255,22254,86901,Low
5963.818306,94115,74,28,41,0,8,409.089884,57135,94115,Very Low
8923.113112,0,125,22,80,0,9,900.0,21726,21726,Very Low
5214.971007,65375,65,9,84,0,3,6.07744,22886,65375,Very Low
12522.53868,44341,105,15,56,0,2,355.114822,20742,44341,Very Low
13897.38856,24378,188,18,34,0,5,902.4,21450,24378,Very Low
3372.420457,93489,84,16,72,0,1,104.280764,27982,93489,Very Low
7809.515468,69161,97,19,71,0,8,341.431343,69161,69161,Very Low
12269.41862,60774,154,13,7,0,5,739.2,15741,60774,Very Low
3123.080994,0,101,1,83,4,1,960.115399,31414,31414,Very Low
8004.214781,54008,67,18,90,0,2,370.503286,20497,54008,Very Low
8105.872317,0,74,15,61,0,2,232.01349,39602,39602,Very Low
2758.703811,44619,68,35,45,0,1,283.668439,24825,44619,Very Low
3707.282365,16476,101,29,25,0,1,313.885191,16476,16476,Very Low
30154.68108,73359,94,17,24,0,2,107.187926,48412,73359,Low
8099.838433,25949,104,0,28,0,3,499.2,25949,25949,Very Low
2921.490461,62018,73,2,59,0,1,90.094835,37741,62018,Very Low
14510.44376,41433,183,24,40,0,9,1317.6,27362,41433,Very Low
16793.9728,0,238,29,90,1,4,1142.4,14909,14909,Very Low
5332.462694,68931,66,32,30,0,7,309.577946,68931,68931,Very Low
10025.91827,0,141,25,27,0,3,1015.2,30525,30525,Very Low
6875.606133,0,104,24,49,0,6,748.8,27293,27293,Very Low
2272.30731,0,64,35,59,0,1,286.124652,12495,12495,Very Low
8923.154803,98044,73,5,53,0,2,347.336864,49665,98044,Very Low
16484.01644,91354,68,30,26,0,2,361.646987,39049,91354,Very Low
6860.592636,0,109,5,20,4,7,605.137484,67796,67796,Very Low
12947.68269,15083,115,25,14,0,2,552.0,15083,15083,Very Low
13786.70272,0,61,21,24,0,2,370.755025,36733,36733,Very Low
7706.032636,0,107,15,63,0,8,1267.709661,33897,33897,Very Low
8520.145801,0,80,30,96,0,2,69.142986,16040,16040,Very Low
2242.226055,0,67,15,75,3,1,618.355883,36167,36167,Very Low
27069.49674,22955,92,6,23,3,2,441.6,22955,22955,Low
20579.69157,0,69,5,26,0,2,566.673518,23402,23402,Low
2465.616631,51641,63,8,80,1,1,137.091494,12222,51641,Very Low
9052.951051,10211,119,7,16,0,7,571.2,10211,10211,Very Low
2546.364668,0,68,13,11,0,1,296.692076,30027,30027,Very Low
3007.386248,0,80,31,67,0,1,16.524885,27179,27179,Very Low
27789.69235,33806,89,32,59,0,2,395.729716,33806,33806,Low
6289.014959,50269,80,15,88,0,3,32.228778,47669,50269,Very Low
3954.344534,18375,103,8,50,0,1,535.080276,18375,18375,Very Low
7583.189638,24133,68,20,42,0,2,76.026046,24133,24133,Very Low
6186.497831,88375,77,23,11,0,3,0.42331,69186,88375,Very Low
5757.442258,88997,72,9,71,0,3,174.041566,88997,88997,Very Low
4473.883999,0,125,2,84,0,1,600.0,29095,29095,Very Low
4786.009693,23402,61,29,38,0,7,292.8,23402,23402,Very Low
12244.9049,46396,103,11,79,1,2,384.01403,10475,46396,Very Low
7121.080412,0,96,28,62,0,4,460.8,23235,23235,Very Low
7547.762822,0,102,34,37,0,3,489.6,28181,28181,Very Low
20380.06652,33175,66,31,76,0,2,84.520776,33175,33175,Low
9011.764865,63885,114,0,17,0,8,86.477384,31365,63885,Very Low
20096.89337,92766,71,17,15,0,2,379.029102,92766,92766,Low
4786.889347,45515,61,14,33,0,9,236.907007,17099,45515,Very Low
11578.12643,0,115,21,46,0,2,1163.620366,25708,25708,Very Low
2719.431536,37703,70,11,51,0,1,83.121963,35895,37703,Very Low
4760.941906,0,68,9,1,0,6,489.6,21368,21368,Very Low
8701.363763,0,122,8,32,0,6,684.851797,17034,17034,Very Low
2659.495086,64987,66,17,90,0,1,182.927837,64987,64987,Very Low
5139.561422,73180,64,27,43,0,3,132.543257,32630,73180,Very Low
20096.89337,92766,71,17,15,0,2,379.029102,92766,92766,Low
4025.095533,0,119,29,54,2,1,571.2,16969,16969,Very Low
2771.045031,50071,71,3,32,0,1,18.918935,50071,50071,Very Low
6745.886896,53058,91,16,44,4,3,209.465295,18505,53058,Very Low
9259.715798,0,127,11,86,0,3,22.483259,42600,42600,Very Low
8467.267232,16370,74,4,54,0,2,296.049396,16370,16370,Very Low
22762.21479,70521,63,13,26,0,2,302.4,53863,70521,Low
9332.494982,58007,81,23,71,0,2,518.346912,40589,58007,Very Low
7100.3251,31670,179,33,3,0,1,1288.8,31670,31670,Very Low
8007.399376,0,112,12,93,0,3,537.6,49706,49706,Very Low
19511.99782,0,70,28,26,0,2,491.112176,16113,16113,Low
8145.985919,62534,68,10,1,0,2,326.4,30090,62534,Very Low
